PeakID (cmd=annotatePeaks.pl PPARg_exPPARg_RIPA_peaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr18-70	chr18	66453484	66453657	+	26.4	0.000	Intergenic	ORR1D2|LTR|ERVL-MaLR	-5034	NM_021451	58801	Mm.271878	NM_021451	ENSMUSG00000024521	Pmaip1	Noxa	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
chr6-44	chr6	91109593	91109766	+	26.4	0.000	intron (NM_018815, intron 1 of 39)	intron (NM_018815, intron 1 of 39)	7147	NM_018815	54563	Mm.28162	NM_018815	ENSMUSG00000030091	Nup210	9830001L10|AI836801|Pom210|gp190|gp210	nucleoporin 210	protein-coding
chr4-21	chr4	155245916	155246089	+	26.4	0.000	Intergenic	Intergenic	-3964	NM_001190445	67513	Mm.10374	NM_001190445	ENSMUSG00000073684	Faap20	2610002J02Rik	Fanconi anemia core complex associated protein 20	protein-coding
chr13-8	chr13	5767948	5768121	+	26.4	0.000	Intergenic	Intergenic	90058	NR_045891	71867	Mm.179181	NR_045891	ENSMUSG00000100625	1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA
chr5-61	chr5	106897979	106898152	+	26.4	0.000	intron (NM_177873, intron 14 of 39)	intron (NM_177873, intron 14 of 39)	27825	NM_177873	330149	Mm.121664	NM_177873	ENSMUSG00000043410	Hfm1	A330009G12Rik|Gm1046|Mer3|Sec63d1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	protein-coding
chr1-22	chr1	130902702	130902875	+	26.4	0.000	Intergenic	Intergenic	8508	NM_021380	58181	Mm.103794	NM_021380	ENSMUSG00000026416	Il20	Zcyto10	interleukin 20	protein-coding
chr5-75	chr5	21384654	21384827	+	26.4	0.000	intron (NM_029195, intron 2 of 18)	intron (NM_029195, intron 2 of 18)	12067	NM_008013	14190	Mm.292100	NM_008013	ENSMUSG00000039899	Fgl2	AI385601|musfiblp	fibrinogen-like protein 2	protein-coding
chr15-14	chr15	62919720	62919893	+	26.4	0.000	Intergenic	(TC)n|Simple_repeat|Simple_repeat	559802	NR_045279	432958	Mm.255105	NR_045279		Gm20740	-	predicted gene, 20740	ncRNA
chr3-18	chr3	90254006	90254179	+	26.4	0.000	promoter-TSS (NM_028881)	promoter-TSS (NM_028881)	-189	NM_028881	74343	Mm.35627	NM_028881	ENSMUSG00000027936	Crtc2	4632407F12Rik|Torc2|mTORC2	CREB regulated transcription coactivator 2	protein-coding
chr11-36	chr11	103264808	103264981	+	26.4	0.000	intron (NM_016896, intron 1 of 15)	intron (NM_016896, intron 1 of 15)	2507	NM_016896	53859	Mm.158981	NM_016896	ENSMUSG00000020941	Map3k14	Nik|aly	mitogen-activated protein kinase kinase kinase 14	protein-coding
chr16-42	chr16	36305080	36305253	+	26.4	0.000	Intergenic	Intergenic	28018	NM_001082543	20861	Mm.327618	NM_001082543	ENSMUSG00000071562	Stfa1	Stefin-3|Stf-3|Stf1|Stf3|Stfa3	stefin A1	protein-coding
chr12-14	chr12	118468885	118469058	+	26.4	0.000	Intergenic	RMER15|LTR|ERVL	61222	NR_045947	100384890	Mm.484658	NR_045947		D230030E09Rik	Npe	Riken cDNA D230030E09 gene	ncRNA
chr4-16	chr4	83264760	83264933	+	26.4	0.000	intron (NM_027238, intron 3 of 19)	intron (NM_027238, intron 3 of 19)	59343	NM_027238	69863	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding
chr18-19	chr18	53888169	53888342	+	26.4	0.000	intron (NM_152809, intron 1 of 12)	intron (NM_152809, intron 1 of 12)	26142	NM_152809	70425	Mm.368668	NM_152809	ENSMUSG00000073563	Csnk1g3	3300002K07Rik|C330049O21Rik	casein kinase 1, gamma 3	protein-coding
chr11-35	chr11	61650969	61651142	+	26.4	0.000	Intergenic	Intergenic	-2266	NM_027817	71520	Mm.202760	NM_027817	ENSMUSG00000004837	Grap	8430435N19Rik|BB233594	GRB2-related adaptor protein	protein-coding
chr3-20	chr3	133626566	133626739	+	26.4	0.000	Intergenic	Intergenic	-82262	NM_001040400	214133	Mm.347816	NM_145989	ENSMUSG00000040943	Tet2	Ayu17-449|E130014J05Rik|mKIAA1546	tet methylcytosine dioxygenase 2	protein-coding
chr8-40	chr8	3314022	3314195	+	26.4	0.000	Intergenic	Intergenic	-34491	NM_010568	16337	Mm.268003	NM_010568	ENSMUSG00000005534	Insr	4932439J01Rik|CD220|D630014A15Rik|IR|IR-A|IR-B	insulin receptor	protein-coding
chr14-27	chr14	76119334	76119507	+	25.4	0.000	intron (NM_013745, intron 5 of 9)	RSINE1|SINE|B4	8529	NM_013745	27275	Mm.21138	NM_013745	ENSMUSG00000022009	Nufip1	Nufip	nuclear fragile X mental retardation protein interacting protein 1	protein-coding
chr8-9	chr8	11464163	11464336	+	25.4	0.000	intron (NM_011227, intron 1 of 1)	intron (NM_011227, intron 1 of 1)	14250	NM_011227	19332	Mm.37632	NM_011227		Rab20	AA536966|D8Ertd350e	RAB20, member RAS oncogene family	protein-coding
chr12-24	chr12	57243979	57244152	+	25.4	0.000	intron (NM_001164370, intron 1 of 9)	RMER15|LTR|ERVL	13640	NM_001164370	73490	Mm.268180	NM_001164370	ENSMUSG00000047022	Mipol1	1700081O04Rik|6030439O22Rik|AU021838|AW536152|D12Ertd19e	mirror-image polydactyly gene 1 homolog (human)	protein-coding
chr16-90	chr16	23196301	23196474	+	25.4	0.000	Intergenic	Intergenic	-28353	NM_145933	20440	Mm.149029	NM_145933	ENSMUSG00000022885	St6gal1	AW742324|Siat1|St6Gal-I|St6gal|St6galI	beta galactoside alpha 2,6 sialyltransferase 1	protein-coding
chr10-43	chr10	99222105	99222278	+	25.4	0.000	Intergenic	Intergenic	-41040	NM_026268	67603	Mm.1791	NM_026268	ENSMUSG00000019960	Dusp6	1300019I03Rik|MKP-3|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
chr1-199	chr1	131300950	131301123	+	25.4	0.000	intron (NM_001081011, intron 18 of 22)	intron (NM_001081011, intron 18 of 22)	-21473	NM_019777	56489	Mm.386783	NM_019777	ENSMUSG00000042349	Ikbke	AW558201|IKK-i|IKKepsilon|Ikki	inhibitor of kappaB kinase epsilon	protein-coding
chr16-35	chr16	14350847	14351020	+	25.4	0.000	Intergenic	L1MB3|LINE|L1	-10625	NM_008576	17250	Mm.196634	NM_008576	ENSMUSG00000023088	Abcc1	Abcc1a|Abcc1b|MRP|Mdrap|Mrp1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	protein-coding
chr4-63	chr4	44857838	44858011	+	25.4	0.000	intron (NM_138590, intron 2 of 8)	B3|SINE|B2	101365	NM_138590	319885	Mm.331576	NM_138590	ENSMUSG00000035649	Zcchc7	4930572I07Rik|D4Wsu132e	zinc finger, CCHC domain containing 7	protein-coding
chr3-21	chr3	104092899	104093072	+	25.4	0.000	intron (NM_133853, intron 3 of 21)	intron (NM_133853, intron 3 of 21)	-124669	NR_030676	100125931	Mm.400392	NR_030676	ENSMUSG00000089998	Phtf1os	A130049A11Rik	putative homeodomain transcription factor 1, opposite strand	ncRNA
chr18-12	chr18	77191837	77192010	+	25.4	0.000	intron (NM_153124, intron 1 of 6)	L1MB3|LINE|L1	6076	NM_153124	225742	Mm.365178	NM_013666	ENSMUSG00000025425	St8sia5	ST8SiaV|Siat8e	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	protein-coding
chr11-116	chr11	72595151	72595324	+	25.4	0.000	Intergenic	Intergenic	-12024	NM_025985	67128	Mm.458052	NM_025985	ENSMUSG00000020794	Ube2g1	2700059C12Rik|AI256795|AU014992|AW552068|D130023C12Rik	ubiquitin-conjugating enzyme E2G 1	protein-coding
chr8-42	chr8	79393377	79393550	+	25.4	0.000	intron (NM_008539, intron 1 of 6)	intron (NM_008539, intron 1 of 6)	6005	NM_008539	17125	Mm.223717	NM_008539	ENSMUSG00000031681	Smad1	AI528653|Madh1|Madr1|Mlp1|MusMLP	SMAD family member 1	protein-coding
chr2-47	chr2	48473583	48473756	+	25.4	0.000	Intergenic	Intergenic	-340440	NM_007396	11480	Mm.314338	NM_007396	ENSMUSG00000052155	Acvr2a	ActrIIa|Acvr2|TactrII	activin receptor IIA	protein-coding
chr4-49	chr4	87681159	87681332	+	25.4	0.000	Intergenic	Intergenic	125078	NM_029931	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	protein-coding
chr7-20	chr7	98962235	98962408	+	25.4	0.000	intron (NM_178635, intron 12 of 14)	intron (NM_178635, intron 12 of 14)	123476	NM_009519	22411	Mm.22182	NM_009519	ENSMUSG00000015957	Wnt11	-	wingless-type MMTV integration site family, member 11	protein-coding
chr13-67	chr13	107897783	107897956	+	25.4	0.000	Intergenic	RMER15|LTR|ERVL	-7805	NM_145456	67263	Mm.490418	NM_145456	ENSMUSG00000032846	Zswim6	2900036G02Rik|mKIAA1577	zinc finger SWIM-type containing 6	protein-coding
chr1-57	chr1	153349379	153349552	+	25.4	0.000	Intergenic	RMER15|LTR|ERVL	-16679	NM_010683	226519	Mm.1249	NM_010683	ENSMUSG00000026478	Lamc1	Lamb2	laminin, gamma 1	protein-coding
chr8-31	chr8	86079453	86079626	+	25.4	0.000	Intergenic	MTD|LTR|ERVL-MaLR	238537	NM_199446	102093	Mm.237296	NM_199446	ENSMUSG00000036879	Phkb	AI463271	phosphorylase kinase beta	protein-coding
chr2-52	chr2	34963405	34963578	+	25.4	0.000	Intergenic	ID_B1|SINE|B4	-1719	NM_009421	22029	Mm.239514	NM_009421	ENSMUSG00000026875	Traf1	4732496E14Rik	TNF receptor-associated factor 1	protein-coding
chr8-18	chr8	10012340	10012513	+	25.4	0.000	intron (NM_033622, intron 2 of 6)	intron (NM_033622, intron 2 of 6)	5793	NM_033622	24099	Mm.28835	NM_033622		Tnfsf13b	BAFF|BLyS|D8Ertd387e|TALL-1|TALL1|THANK|TNFSF20|zTNF4	tumor necrosis factor (ligand) superfamily, member 13b	protein-coding
chr10-63	chr10	98830484	98830657	+	25.4	0.000	Intergenic	Charlie21a|DNA|hAT-Charlie	-84582	NM_026482	67972	Mm.166944	NM_026482	ENSMUSG00000019943	Atp2b1	2810442I22Rik|E130111D10Rik|Pmca1	ATPase, Ca++ transporting, plasma membrane 1	protein-coding
chr19-25	chr19	25031218	25031391	+	25.4	0.000	intron (NM_028785, intron 1 of 47)	intron (NM_028785, intron 1 of 47)	31775	NM_028785	76088	Mm.102485	NM_028785	ENSMUSG00000052085	Dock8	1200017A24Rik|5830472H07Rik|A130095G14Rik|AI461977	dedicator of cytokinesis 8	protein-coding
chr13-18	chr13	96479237	96479410	+	25.4	0.000	Intergenic	Intergenic	-8163	NM_001042714	271144	Mm.470057	NM_001042714	ENSMUSG00000047117	Ankdd1b	9330128J19Rik	ankyrin repeat and death domain containing 1B	protein-coding
chr2-118	chr2	115708244	115708417	+	25.4	0.000	intron (NM_207264, intron 10 of 10)	intron (NM_207264, intron 10 of 10)	69605	NR_035476	100316703		NR_035476	ENSMUSG00000088606	Mir1951	mir-1951|mmu-mir-1951	microRNA 1951	ncRNA
chr11-90	chr11	106476629	106476802	+	25.4	0.000	intron (NM_023913, intron 1 of 21)	intron (NM_023913, intron 1 of 21)	11081	NM_023913	78943	Mm.340943	NM_023913		Ern1	9030414B18Rik|AI225830|C85377|Ire1a|Ire1alpha|Ire1p	endoplasmic reticulum (ER) to nucleus signalling 1	protein-coding
chr10-4	chr10	96621684	96621857	+	25.4	0.000	3' UTR (NM_007569, exon 2 of 2)	3' UTR (NM_007569, exon 2 of 2)	4769	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
chr14-59	chr14	75188264	75188437	+	25.4	0.000	intron (NM_008879, intron 2 of 16)	MLT1A1|LTR|ERVL-MaLR	51925	NM_008879	18826	Mm.153911	NM_008879	ENSMUSG00000021998	Lcp1	AW536232|D14Ertd310e|LCP-1|Pls2|pp65	lymphocyte cytosolic protein 1	protein-coding
chr14-17	chr14	75852209	75852382	+	25.4	0.000	Intergenic	Intergenic	4372	NR_028481	100303751	Mm.484707	NR_028481	ENSMUSG00000065147	Snora31	MBI-161	small nucleolar RNA, H/ACA box 31	snoRNA
chr13-61	chr13	100536948	100537121	+	25.4	0.000	intron (NM_008756, intron 3 of 8)	B2_Mm2|SINE|B2	15464	NM_008756	18260	Mm.4807	NM_008756	ENSMUSG00000021638	Ocln	AI503564|Ocl	occludin	protein-coding
chr2-76	chr2	14130317	14130490	+	25.4	0.000	intron (NM_011484, intron 7 of 13)	intron (NM_011484, intron 7 of 13)	-44121	NM_001081310	625286	Mm.158781	NM_001081310	ENSMUSG00000061531	Tmem236	2010003H20Rik|Fam23a|Gm613	transmembrane protein 236	protein-coding
chr17-50	chr17	3556956	3557129	+	25.4	0.000	promoter-TSS (NR_045303)	promoter-TSS (NR_045303)	671	NM_146074	224481	Mm.226554	NM_146074	ENSMUSG00000036983	Tfb1m	AI429207	transcription factor B1, mitochondrial	protein-coding
chr10-24	chr10	37193959	37194132	+	25.4	0.000	Intergenic	Intergenic	-55119	NM_008538	17118	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding
chr11-103	chr11	96967206	96967379	+	25.4	0.000	intron (NM_030220, intron 1 of 6)	URR1A|DNA|hAT-Charlie	10396	NM_001080964	78912	Mm.491183	NM_030220	ENSMUSG00000018678	Sp2	4930480I16Rik|mKIAA0048	Sp2 transcription factor	protein-coding
chr15-82	chr15	64247028	64247201	+	25.4	0.000	intron (NM_001276462, intron 1 of 27)	intron (NM_001276462, intron 1 of 27)	65559	NM_001276463	13196	Mm.277236	NM_010026	ENSMUSG00000022377	Asap1	AV239055|DEF-1|Ddef1|PAP|mKIAA1249|s19	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	protein-coding
chr2-46	chr2	17685116	17685289	+	25.4	0.000	intron (NM_028757, intron 2 of 6)	intron (NM_028757, intron 2 of 6)	45866	NM_028757	74103	Mm.120298	NM_028757	ENSMUSG00000053702	Nebl	1200007O21Rik|A630080F05Rik|BB140644|D830029A09Rik|Lnebl	nebulette	protein-coding
chr4-79	chr4	50403602	50403775	+	25.4	0.000	Intergenic	RMER19A|LTR|ERVK	-557919	NM_001033351	242443	Mm.440095	NM_001033351	ENSMUSG00000039579	Grin3a	6430537F04|A830097C19Rik|NMDAR-L|NR3A|mKIAA1973	glutamate receptor ionotropic, NMDA3A	protein-coding
chr12-63	chr12	73648470	73648643	+	25.4	0.000	intron (NM_008856, intron 1 of 13)	intron (NM_008856, intron 1 of 13)	63515	NM_008856	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding
chr11-240	chr11	69073473	69073646	+	25.4	0.000	TTS (NM_025838)	TTS (NM_025838)	2750	NM_028336	66910	Mm.33964	NM_025838	ENSMUSG00000020895	Tmem107	1110004B13Rik|2810049P21Rik	transmembrane protein 107	protein-coding
chr4-14	chr4	53218168	53218341	+	25.4	0.000	Intergenic	Intergenic	-27942	NR_040665	78180	Mm.243847	NR_040665	ENSMUSG00000086947	4930522O17Rik	-	RIKEN cDNA 4930522O17 gene	ncRNA
chr11-52	chr11	4507604	4507777	+	25.4	0.000	intron (NM_028860, intron 6 of 17)	intron (NM_028860, intron 6 of 17)	-66608	NM_029458	75828	Mm.159592	NM_029458	ENSMUSG00000020419	Hormad2	4930529M09Rik	HORMA domain containing 2	protein-coding
chr6-96	chr6	52743375	52743548	+	25.4	0.000	intron (NM_025816, intron 10 of 17)	intron (NM_025816, intron 10 of 17)	29732	NM_025816	52440	Mm.389757	NM_025816	ENSMUSG00000004535	Tax1bp1	1200003J11Rik|1700069J21Rik|AA930106|D6Ertd404e|D6Ertd772e|T6bp|TXBP151	Tax1 (human T cell leukemia virus type I) binding protein 1	protein-coding
chr5-70	chr5	96879153	96879326	+	25.4	0.000	Intergenic	LTR16C|LTR|ERVL	85854	NM_013470	11745	Mm.7214	NM_013470	ENSMUSG00000029484	Anxa3	Anx3	annexin A3	protein-coding
chr8-12	chr8	14996578	14996751	+	25.4	0.000	intron (NM_001037736, intron 26 of 27)	intron (NM_001037736, intron 26 of 27)	-14361	NM_029116	74901	Mm.46675	NM_029116	ENSMUSG00000055675	Kbtbd11	2900016B01Rik|4930465M17Rik|mKIAA0711	kelch repeat and BTB (POZ) domain containing 11	protein-coding
chr12-9	chr12	107249673	107249846	+	25.4	0.000	Intergenic	Intergenic	485729	NR_045973	74968	Mm.359821	NR_045973	ENSMUSG00000085641	4930465M20Rik	4930431H15Rik	RIKEN cDNA 4930465M20 gene	ncRNA
chr7-17	chr7	126113135	126113308	+	25.4	0.000	intron (NM_028816, intron 16 of 23)	intron (NM_028816, intron 16 of 23)	-30810	NM_001101488	269994	Mm.39599	NM_001101488	ENSMUSG00000046182	Gsg1l	AI852434|C230098I05Rik|G630023A01Rik|Gm637|g1l	GSG1-like	protein-coding
chr13-37	chr13	30692813	30692986	+	25.4	0.000	intron (NM_001037955, intron 3 of 6)	intron (NM_001037955, intron 3 of 6)	32840	NM_001037955	105352	Mm.289646	NM_134068	ENSMUSG00000069255	Dusp22	JKAP|JSP1|LMW-DSP2|MKPX	dual specificity phosphatase 22	protein-coding
chr5-21	chr5	150772364	150772537	+	25.4	0.000	intron (NM_175310, intron 19 of 34)	RMER15|LTR|ERVL	98623	NM_175310	100710	Mm.32959	NM_175310	ENSMUSG00000034021	Pds5b	AI646570|AS3|AW212954|Aprin|mKIAA0979	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	protein-coding
chr11-64	chr11	94098992	94099165	+	25.4	0.000	exon (NM_001199203, exon 22 of 30)	exon (NM_001199203, exon 22 of 30)	54873	NM_001025428	70834	Mm.260737	NM_027569	ENSMUSG00000020859	Spag9	3110018C07Rik|4733401I23Rik|4831406C20Rik|AW552012|JLP|JSAP2|JSAP2a|Jip4|Mapk8ip4|syd1	sperm associated antigen 9	protein-coding
chr9-76	chr9	123935518	123935691	+	25.4	0.000	Intergenic	Intergenic	33088	NM_009912	12768	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding
chr18-25	chr18	89234073	89234246	+	25.4	0.000	intron (NM_178687, intron 3 of 6)	intron (NM_178687, intron 3 of 6)	36732	NM_001039149	225825	Mm.139293	NM_178687	ENSMUSG00000034028	Cd226	BC051526|DNAM-1|DNAM1|Pta1|TLiSA1	CD226 antigen	protein-coding
chr2-33	chr2	148686423	148686596	+	25.4	0.000	intron (NM_028986, intron 2 of 5)	intron (NM_028986, intron 2 of 5)	5389	NM_028986	74533	Mm.136913	NM_028986	ENSMUSG00000027439	Gzf1	8430437G08Rik|Zfp336|mGZF1	GDNF-inducible zinc finger protein 1	protein-coding
chr7-47	chr7	97067310	97067483	+	25.4	0.000	Intergenic	Intergenic	-14355	NM_001162477	14389	Mm.42033	NM_010248	ENSMUSG00000004508	Gab2	AI463667|D130058I17Rik|p97	growth factor receptor bound protein 2-associated protein 2	protein-coding
chr5-28	chr5	123891379	123891552	+	24.4	0.000	Intergenic	AT_rich|Low_complexity|Low_complexity	-11445	NM_175520	243270	Mm.33362	NM_175520	ENSMUSG00000049241	Hcar1	Gpr81	hydrocarboxylic acid receptor 1	protein-coding
chr6-160	chr6	41560335	41560508	+	24.4	0.000	Intergenic	Intergenic	38645	NM_009430	22072	Mm.276926	NM_009430	ENSMUSG00000057163	Prss2	TRY8|TRYP|Ta|Tesp4|Try2	protease, serine 2	protein-coding
chr16-65	chr16	32124224	32124397	+	24.4	0.000	Intergenic	Intergenic	24508	NM_025892	66994	Mm.22990	NM_025892	ENSMUSG00000035790	Cep19	1500031L02Rik|AI428934|AL022620	centrosomal protein 19	protein-coding
chr8-45	chr8	40598949	40599122	+	24.4	0.000	intron (NM_001040699, intron 3 of 13)	intron (NM_001040699, intron 3 of 13)	35757	NM_001040699	54384	Mm.294871	NM_019433		Mtmr7	-	myotubularin related protein 7	protein-coding
chr5-40	chr5	53566583	53566756	+	24.4	0.000	intron (NM_001080928, intron 1 of 10)	intron (NM_001080928, intron 1 of 10)	10890	NM_001080928	19664	Mm.209292	NM_009035	ENSMUSG00000039191	Rbpj	AI843960|CBF1|Igkjrb|Igkrsbp|RBP-J|RBP-J kappa|RBP-Jkappa|RBPjk|Rbpsuh	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
chr10-29	chr10	62483697	62483870	+	24.4	0.000	intron (NM_133672, intron 1 of 8)	intron (NM_133672, intron 1 of 8)	2815	NM_001113355	30930	Mm.260703	NM_133672	ENSMUSG00000020078	Vps26a	AA407240|HB58|Vps26	vacuolar protein sorting 26 homolog A (yeast)	protein-coding
chr12-25	chr12	40678508	40678681	+	24.4	0.000	intron (NM_172803, intron 12 of 52)	RMER1A|Other|Other	232541	NM_172803	238130	Mm.341423	NM_172803	ENSMUSG00000035954	Dock4	5330406C03|6330411N01Rik|AF263288|C030023J22|mKIAA0716	dedicator of cytokinesis 4	protein-coding
chr7-75	chr7	51725093	51725266	+	24.4	0.000	Intergenic	L2c|LINE|L2	103349	NM_080853	140919	Mm.256618	NM_080853	ENSMUSG00000030500	Slc17a6	2900073D12Rik|DNPI|VGLUT2	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	protein-coding
chr1-71	chr1	137360381	137360554	+	24.4	0.000	Intergenic	Intergenic	-400019	NM_030676	26424	Mm.16794	NM_030676	ENSMUSG00000026398	Nr5a2	AU020803|D1Ertd308e|Ftf|LRH-1|UF2-H3B	nuclear receptor subfamily 5, group A, member 2	protein-coding
chr7-137	chr7	100249318	100249491	+	24.4	0.000	intron (NM_027629, intron 1 of 13)	intron (NM_027629, intron 1 of 13)	-15140	NR_033563	14777	Mm.57225	NR_033563		Gpx2-ps1	AU041318	glutathione peroxidase 2, pseudogene 1	pseudo
chr2-75	chr2	37713266	37713439	+	24.4	0.000	Intergenic	L2c|LINE|L2	-62897	NM_001163566	241324	Mm.392369	NM_001163566	ENSMUSG00000035403	Crb2	5930402A21|BC043114	crumbs family member 2	protein-coding
chr12-35	chr12	73850936	73851109	+	24.4	0.000	Intergenic	Intergenic	-56845	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF-1-alpha|HIF1-alpha|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding
chr9-45	chr9	123814442	123814615	+	24.4	0.000	intron (NM_148925, intron 15 of 18)	intron (NM_148925, intron 15 of 18)	8051	NM_030712	80901	Mm.124289	NM_030712	ENSMUSG00000048521	Cxcr6	BB217514|BONZO|STRL33	chemokine (C-X-C motif) receptor 6	protein-coding
chr4-82	chr4	6676464	6676637	+	24.4	0.000	Intergenic	Intergenic	-222279	NM_010945	18201	Mm.3059	NM_010945	ENSMUSG00000028245	Nsmaf	AA959567|C630007J05|Fan	neutral sphingomyelinase (N-SMase) activation associated factor	protein-coding
chr13-21	chr13	112541695	112541868	+	24.4	0.000	intron (NM_139299, intron 9 of 16)	intron (NM_139299, intron 9 of 16)	38881	NM_139299	218624	Mm.380801	NM_139299	ENSMUSG00000050377	Il31ra	CRL3|GLM-R|GPL|Glmr|NR10	interleukin 31 receptor A	protein-coding
chr19-54	chr19	55190352	55190525	+	24.4	0.000	intron (NM_009348, intron 6 of 9)	intron (NM_009348, intron 6 of 9)	-2240	NR_106146	102465990		NR_106146	ENSMUSG00000098289	Mir6715	Gm27474|mmu-mir-6715	microRNA 6715	ncRNA
chr7-38	chr7	140374534	140374707	+	24.4	0.000	Intergenic	Intergenic	-1012	NM_146519	258512	Mm.377545	NM_146519	ENSMUSG00000060974	Olfr530	MOR252-2	olfactory receptor 530	protein-coding
chr13-29	chr13	91935967	91936140	+	24.4	0.000	intron (NM_009027, intron 5 of 14)	intron (NM_009027, intron 5 of 14)	51989	NM_009027	19418	Mm.248630	NM_009027		Rasgrf2	6330417G04Rik|AW048350|Grf2|Ras-GRF2	RAS protein-specific guanine nucleotide-releasing factor 2	protein-coding
chr18-16	chr18	62167046	62167219	+	24.4	0.000	Intergenic	Intergenic	12849	NM_007420	11555	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding
chr2-106	chr2	165878098	165878271	+	24.4	0.000	5' UTR (NM_001291158, exon 1 of 24)	5' UTR (NM_001291158, exon 1 of 24)	253	NM_001291158	228880	Mm.227598	NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|AI316811|AL024039|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding
chr5-78	chr5	29893403	29893576	+	24.4	0.000	intron (NR_105781, intron 1 of 2)	intron (NR_105781, intron 1 of 2)	104478	NR_105781	102465962		NR_105781	ENSMUSG00000098448	Mir6362	Gm27812|mmu-mir-6362	microRNA 6362	ncRNA
chr19-16	chr19	43518278	43518451	+	24.4	0.000	intron (NM_010324, intron 1 of 8)	intron (NM_010324, intron 1 of 8)	6241	NM_010324	14718	Mm.19039	NM_010324	ENSMUSG00000025190	Got1	AI789014|Got-1|cAspAT|cCAT	glutamic-oxaloacetic transaminase 1, soluble	protein-coding
chr10-39	chr10	30712433	30712606	+	24.4	0.000	intron (NM_172495, intron 3 of 15)	intron (NM_172495, intron 3 of 15)	-56652	NM_001111267	211329	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding
chr14-31	chr14	61421699	61421872	+	24.4	0.000	intron (NM_008466, intron 1 of 16)	intron (NM_008466, intron 1 of 16)	18162	NM_008466	16648	Mm.25548	NM_008466	ENSMUSG00000021929	Kpna3	IPOA4	karyopherin (importin) alpha 3	protein-coding
